row_1,row_2,row_3,row_4,solution_count
blue lion;blue camel;green giraffe;red hippo,green lion;yellow camel;red camel;red lion,blue hippo;yellow giraffe;red giraffe;yellow hippo,green camel;yellow lion;blue giraffe;green hippo,199
blue hippo;green lion;blue camel;red camel,green hippo;red hippo;yellow hippo;blue giraffe,yellow lion;yellow camel;red lion;green giraffe,red giraffe;green camel;yellow giraffe;blue lion,0
yellow camel;yellow lion;blue hippo;green hippo,green giraffe;blue giraffe;yellow giraffe;yellow hippo,green lion;red lion;green camel;red hippo,red camel;red giraffe;blue lion;blue camel,105
red hippo;green hippo;blue lion;green camel,green lion;yellow hippo;yellow camel;blue hippo,blue giraffe;blue camel;yellow lion;red lion,red giraffe;red camel;yellow giraffe;green giraffe,0
red giraffe;yellow giraffe;red lion;yellow camel,yellow lion;blue hippo;blue lion;yellow hippo,green lion;blue giraffe;green giraffe;red hippo,blue camel;red camel;green hippo;green camel,1
red giraffe;yellow hippo;red camel;blue hippo,yellow lion;red hippo;red lion;green lion,green camel;blue lion;blue giraffe;yellow giraffe,blue camel;green giraffe;yellow camel;green hippo,8
green camel;yellow lion;yellow camel;yellow hippo,red lion;red camel;yellow giraffe;green hippo,green lion;green giraffe;red giraffe;blue lion,blue giraffe;blue camel;red hippo;blue hippo,142
green giraffe;blue lion;yellow lion;blue camel,yellow hippo;red giraffe;red lion;blue giraffe,blue hippo;green hippo;green lion;yellow giraffe,green camel;red hippo;yellow camel;red camel,50
blue giraffe;green lion;green giraffe;yellow camel,green camel;red lion;red camel;yellow giraffe,red hippo;yellow hippo;yellow lion;green hippo,blue lion;blue hippo;red giraffe;blue camel,7
green camel;yellow camel;blue lion;red hippo,yellow giraffe;red lion;red camel;green hippo,green lion;blue giraffe;green giraffe;blue hippo,blue camel;yellow hippo;red giraffe;yellow lion,0
yellow lion;green giraffe;green camel;blue hippo,blue giraffe;green lion;yellow giraffe;red hippo,red giraffe;blue camel;red lion;red camel,yellow hippo;green hippo;yellow camel;blue lion,0
yellow lion;yellow camel;green camel;red lion,blue camel;blue giraffe;blue hippo;yellow hippo,blue lion;green hippo;red camel;yellow giraffe,green lion;red hippo;red giraffe;green giraffe,553
green lion;red hippo;red lion;blue giraffe,blue lion;yellow hippo;yellow lion;blue hippo,green camel;yellow giraffe;blue camel;green hippo,green giraffe;red camel;red giraffe;yellow camel,13
red camel;yellow giraffe;yellow hippo;blue camel,blue lion;blue giraffe;green camel;green lion,green giraffe;green hippo;red lion;red hippo,red giraffe;yellow camel;blue hippo;yellow lion,27
yellow camel;yellow lion;red giraffe;blue lion,red camel;red hippo;yellow hippo;yellow giraffe,green giraffe;red lion;green camel;green hippo,blue hippo;blue camel;green lion;blue giraffe,2
green hippo;red hippo;yellow hippo;yellow giraffe,yellow camel;yellow lion;blue giraffe;red camel,red lion;red giraffe;green lion;blue hippo,green giraffe;blue camel;green camel;blue lion,12
yellow giraffe;blue lion;yellow hippo;blue camel,green lion;red lion;red hippo;yellow lion,blue hippo;blue giraffe;red giraffe;red camel,green camel;green giraffe;green hippo;yellow camel,2
green hippo;blue giraffe;green lion;yellow hippo,yellow camel;green camel;yellow giraffe;blue lion,red camel;red lion;yellow lion;red giraffe,green giraffe;blue camel;red hippo;blue hippo,8
green giraffe;blue lion;green lion;blue giraffe,red giraffe;green hippo;yellow hippo;blue camel,red hippo;red camel;green camel;yellow giraffe,blue hippo;yellow camel;yellow lion;red lion,23
green giraffe;blue lion;blue hippo;green camel,yellow camel;yellow lion;red hippo;green lion,red giraffe;green hippo;red camel;blue camel,yellow hippo;red lion;blue giraffe;yellow giraffe,9
yellow lion;green lion;red lion;green giraffe,yellow camel;yellow hippo;red hippo;blue camel,green camel;yellow giraffe;blue hippo;red giraffe,blue lion;blue giraffe;red camel;green hippo,21
red camel;blue hippo;green lion;yellow hippo,yellow lion;yellow camel;blue camel;red giraffe,red hippo;blue giraffe;blue lion;red lion,green hippo;green giraffe;yellow giraffe;green camel,8
red giraffe;green lion;yellow camel;blue hippo,green camel;yellow lion;green hippo;red camel,yellow giraffe;blue lion;green giraffe;blue giraffe,yellow hippo;red hippo;blue camel;red lion,0
blue lion;yellow hippo;red giraffe;green hippo,yellow giraffe;red lion;green giraffe;blue giraffe,yellow camel;yellow lion;green lion;red hippo,red camel;blue camel;green camel;blue hippo,13
green camel;blue camel;red hippo;green lion,red camel;red giraffe;blue lion;green giraffe,yellow hippo;red lion;blue giraffe;yellow giraffe,green hippo;yellow camel;yellow lion;blue hippo,156
yellow hippo;blue lion;red hippo;green giraffe,yellow camel;green hippo;blue giraffe;blue hippo,green camel;green lion;blue camel;red giraffe,yellow giraffe;red lion;yellow lion;red camel,24
green hippo;green lion;red lion;blue giraffe,yellow camel;yellow hippo;red camel;green giraffe,blue hippo;blue lion;yellow lion;red giraffe,blue camel;red hippo;yellow giraffe;green camel,187
red hippo;green camel;blue lion;yellow lion,red camel;green lion;blue giraffe;red giraffe,red lion;yellow camel;green hippo;blue camel,yellow hippo;blue hippo;yellow giraffe;green giraffe,178
red lion;blue hippo;green lion;green camel,blue giraffe;red camel;yellow giraffe;yellow hippo,red giraffe;blue lion;yellow camel;yellow lion,red hippo;green hippo;green giraffe;blue camel,512
green giraffe;red hippo;red lion;blue giraffe,blue camel;green hippo;yellow lion;yellow camel,green camel;red camel;red giraffe;blue hippo,yellow giraffe;yellow hippo;green lion;blue lion,47
blue lion;red lion;yellow lion;green lion,yellow hippo;yellow giraffe;red giraffe;blue giraffe,red camel;green hippo;green camel;blue hippo,green giraffe;blue camel;yellow camel;red hippo,0
blue giraffe;red lion;green hippo;red hippo,yellow giraffe;yellow lion;green lion;yellow camel,green giraffe;red giraffe;green camel;yellow hippo,blue camel;blue hippo;red camel;blue lion,12
red giraffe;red camel;yellow camel;blue hippo,green camel;blue giraffe;blue camel;red hippo,blue lion;green hippo;green giraffe;yellow hippo,yellow lion;green lion;red lion;yellow giraffe,63
yellow giraffe;green giraffe;red giraffe;green lion,green camel;red camel;yellow camel;red hippo,blue giraffe;yellow lion;green hippo;red lion,blue lion;blue hippo;blue camel;yellow hippo,67
red hippo;blue lion;yellow giraffe;yellow camel,blue giraffe;red giraffe;yellow lion;green giraffe,yellow hippo;blue camel;green camel;green hippo,blue hippo;green lion;red lion;red camel,136
green giraffe;red giraffe;yellow lion;blue giraffe,red lion;green hippo;blue hippo;red hippo,yellow giraffe;yellow camel;blue lion;yellow hippo,red camel;blue camel;green lion;green camel,27
yellow hippo;green giraffe;blue lion;red camel,blue hippo;green lion;green camel;yellow lion,red lion;green hippo;blue giraffe;red hippo,blue camel;yellow giraffe;red giraffe;yellow camel,2
green giraffe;yellow camel;yellow hippo;yellow giraffe,green hippo;yellow lion;red lion;green camel,red giraffe;blue lion;blue camel;red hippo,red camel;blue giraffe;blue hippo;green lion,4
green camel;yellow lion;blue hippo;green hippo,blue camel;blue lion;green giraffe;red giraffe,red lion;yellow hippo;red hippo;yellow giraffe,red camel;green lion;yellow camel;blue giraffe,395
green camel;green giraffe;red camel;yellow giraffe,blue hippo;green lion;red lion;blue lion,red giraffe;blue giraffe;yellow camel;red hippo,blue camel;yellow lion;green hippo;yellow hippo,5
yellow hippo;yellow giraffe;blue camel;blue hippo,blue giraffe;red hippo;yellow camel;blue lion,green lion;yellow lion;green hippo;green giraffe,red camel;green camel;red giraffe;red lion,2
yellow lion;blue lion;red giraffe;yellow hippo,red lion;yellow giraffe;red hippo;green giraffe,blue hippo;yellow camel;green lion;green camel,blue camel;green hippo;red camel;blue giraffe,2
yellow giraffe;green lion;blue camel;green hippo,red giraffe;green camel;yellow lion;blue giraffe,green giraffe;red lion;red camel;blue lion,red hippo;blue hippo;yellow camel;yellow hippo,27
red lion;yellow hippo;blue lion;red hippo,yellow lion;green camel;yellow giraffe;blue giraffe,green giraffe;green lion;red giraffe;green hippo,blue hippo;blue camel;yellow camel;red camel,2
red hippo;green lion;blue lion;red giraffe,yellow giraffe;green giraffe;yellow hippo;blue giraffe,green camel;blue camel;red camel;red lion,yellow camel;green hippo;yellow lion;blue hippo,138
red lion;yellow camel;red camel;green camel,green lion;blue giraffe;blue lion;yellow hippo,yellow lion;blue hippo;red giraffe;yellow giraffe,green giraffe;blue camel;red hippo;green hippo,65
green giraffe;green lion;yellow hippo;green hippo,green camel;yellow giraffe;yellow lion;red lion,yellow camel;blue giraffe;red hippo;red giraffe,blue hippo;red camel;blue camel;blue lion,13
blue giraffe;green hippo;yellow giraffe;yellow hippo,yellow camel;blue hippo;red hippo;red lion,green giraffe;green camel;yellow lion;blue camel,green lion;red giraffe;blue lion;red camel,10
blue giraffe;green lion;yellow camel;blue lion,blue hippo;red hippo;green hippo;yellow hippo,yellow lion;yellow giraffe;green camel;green giraffe,blue camel;red lion;red giraffe;red camel,2
green camel;green giraffe;red hippo;red giraffe,blue lion;yellow lion;red camel;blue camel,green lion;red lion;yellow camel;yellow giraffe,yellow hippo;blue hippo;green hippo;blue giraffe,161
blue giraffe;red hippo;red lion;green hippo,green lion;yellow giraffe;green camel;red camel,blue hippo;blue camel;green giraffe;red giraffe,yellow lion;yellow hippo;yellow camel;blue lion,1
green camel;yellow camel;red giraffe;green giraffe,red hippo;red camel;green hippo;blue giraffe,red lion;yellow lion;green lion;blue hippo,blue camel;yellow hippo;yellow giraffe;blue lion,231
green lion;red camel;yellow hippo;red hippo,green hippo;blue hippo;yellow lion;yellow giraffe,yellow camel;red giraffe;green camel;blue lion,blue giraffe;red lion;blue camel;green giraffe,0
yellow giraffe;green lion;red giraffe;red lion,blue lion;blue hippo;green camel;red hippo,green hippo;green giraffe;blue camel;yellow camel,red camel;yellow lion;blue giraffe;yellow hippo,0
green hippo;red camel;red lion;blue lion,yellow camel;yellow hippo;yellow lion;blue camel,red giraffe;blue giraffe;green lion;green giraffe,yellow giraffe;green camel;red hippo;blue hippo,23
green hippo;yellow hippo;yellow camel;blue hippo,red giraffe;green giraffe;blue camel;blue giraffe,yellow lion;red camel;yellow giraffe;green camel,green lion;blue lion;red hippo;red lion,30
yellow camel;green camel;green lion;blue lion,yellow lion;blue giraffe;green hippo;green giraffe,red giraffe;blue hippo;blue camel;red camel,yellow hippo;red hippo;yellow giraffe;red lion,30
yellow lion;blue hippo;green lion;red camel,blue camel;green hippo;yellow hippo;red giraffe,yellow giraffe;blue lion;blue giraffe;red hippo,red lion;green giraffe;yellow camel;green camel,12
red giraffe;blue camel;green giraffe;green lion,red camel;red hippo;yellow hippo;blue giraffe,blue lion;yellow giraffe;green camel;yellow camel,yellow lion;red lion;green hippo;blue hippo,37
yellow lion;blue camel;red hippo;yellow hippo,yellow camel;yellow giraffe;green giraffe;blue lion,green camel;blue hippo;red camel;red giraffe,blue giraffe;green hippo;green lion;red lion,109
green lion;yellow camel;blue hippo;red giraffe,red camel;blue camel;yellow hippo;yellow lion,green giraffe;blue lion;red lion;green hippo,yellow giraffe;green camel;red hippo;blue giraffe,1
blue lion;blue giraffe;blue hippo;yellow hippo,red lion;green giraffe;yellow giraffe;red camel,red hippo;green camel;yellow camel;blue camel,green hippo;yellow lion;green lion;red giraffe,184
red lion;red hippo;yellow hippo;blue hippo,blue lion;red camel;green lion;green giraffe,blue giraffe;blue camel;green hippo;yellow camel,yellow giraffe;green camel;red giraffe;yellow lion,0
yellow hippo;blue hippo;blue giraffe;green giraffe,green hippo;red camel;blue lion;green lion,blue camel;red lion;yellow camel;yellow lion,yellow giraffe;red giraffe;red hippo;green camel,100
green giraffe;red giraffe;yellow lion;blue giraffe,red hippo;yellow hippo;yellow camel;blue hippo,green hippo;blue camel;green lion;blue lion,green camel;yellow giraffe;red lion;red camel,10
blue giraffe;red hippo;red lion;yellow lion,blue camel;green hippo;red camel;blue hippo,green giraffe;yellow giraffe;green camel;yellow hippo,yellow camel;red giraffe;green lion;blue lion,95
red lion;blue lion;blue camel;green camel,red camel;yellow lion;green giraffe;blue hippo,red giraffe;yellow camel;yellow hippo;yellow giraffe,blue giraffe;green hippo;green lion;red hippo,4
green hippo;green camel;yellow hippo;blue lion,red lion;yellow camel;red camel;yellow lion,blue camel;red giraffe;green lion;red hippo,blue giraffe;green giraffe;yellow giraffe;blue hippo,17
green hippo;blue hippo;yellow camel;yellow giraffe,red hippo;red camel;yellow hippo;blue camel,blue lion;blue giraffe;yellow lion;green camel,green lion;red lion;green giraffe;red giraffe,4
yellow camel;yellow giraffe;red lion;red hippo,red giraffe;green lion;green giraffe;green camel,yellow hippo;red camel;blue hippo;green hippo,blue giraffe;yellow lion;blue lion;blue camel,44
red lion;red camel;green lion;green giraffe,green hippo;blue giraffe;yellow hippo;red hippo,yellow camel;green camel;blue lion;yellow lion,red giraffe;blue camel;yellow giraffe;blue hippo,86
red giraffe;blue giraffe;yellow lion;red camel,red hippo;green giraffe;yellow giraffe;blue lion,yellow hippo;green hippo;green lion;blue hippo,red lion;green camel;yellow camel;blue camel,300
blue hippo;red giraffe;red hippo;red lion,green giraffe;blue lion;green lion;blue camel,green hippo;red camel;yellow hippo;yellow lion,blue giraffe;yellow camel;green camel;yellow giraffe,2
yellow lion;red lion;blue hippo;yellow giraffe,blue lion;red camel;yellow camel;green camel,green hippo;blue camel;green lion;red hippo,green giraffe;red giraffe;blue giraffe;yellow hippo,3
green lion;blue hippo;green camel;green hippo,red lion;yellow hippo;yellow lion;green giraffe,blue giraffe;red camel;yellow giraffe;blue lion,red hippo;yellow camel;red giraffe;blue camel,0
green lion;yellow lion;blue camel;yellow camel,green giraffe;yellow giraffe;blue lion;green hippo,red giraffe;blue hippo;red camel;green camel,yellow hippo;blue giraffe;red hippo;red lion,60
yellow lion;red giraffe;yellow hippo;blue giraffe,yellow camel;blue lion;yellow giraffe;blue camel,red lion;blue hippo;green lion;green giraffe,green camel;green hippo;red hippo;red camel,5
red lion;yellow hippo;red giraffe;green camel,yellow lion;blue giraffe;green lion;blue lion,red hippo;red camel;green hippo;yellow giraffe,yellow camel;blue camel;blue hippo;green giraffe,27
blue camel;blue hippo;red giraffe;green lion,yellow giraffe;yellow lion;yellow camel;green camel,green hippo;blue giraffe;green giraffe;yellow hippo,blue lion;red lion;red hippo;red camel,8
blue hippo;blue giraffe;red giraffe;yellow hippo,red hippo;yellow camel;red camel;green camel,green hippo;yellow lion;blue camel;yellow giraffe,green lion;red lion;green giraffe;blue lion,0
yellow hippo;red hippo;green lion;green giraffe,red giraffe;blue lion;blue hippo;yellow camel,green camel;yellow lion;red camel;green hippo,blue giraffe;yellow giraffe;blue camel;red lion,0
